Title,Provider,Skills,Rating,Reviews,Details,Course Link,Image URL
Greek and Roman Mythology,University of Pennsylvania,"Social Studies, Ethical Standards And Conduct, Anthropology, Research, Sociology, Psychology",4.8,2.5K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/mythology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/mythology/large-icon.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Mathematics for Machine Learning: Linear Algebra,Imperial College London,"Linear Algebra, NumPy, Applied Mathematics, Data Transformation, Data Science, Machine Learning Methods, Algorithms, Data Manipulation, Python Programming",4.7,12K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/linear-algebra-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2f/0dc8c0f1fa11e7998daf3442598f30/BLUE-Square-800x800-03.jpg.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Microeconomics: The Power of Markets,University of Pennsylvania,"Supply And Demand, Economics, Market Dynamics, Market Analysis, Resource Allocation, Policy Analysis, Tax, Consumer Behaviour, Cost Benefit Analysis, Decision Making",4.7,1.6K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/microeconomics-part1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cc/d29c75169172a7c1b1cdb15bb47b4c/DS_tax.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Introduction to Cloud Computing,IBM,"Cloud Computing Architecture, Cloud Services, Cloud Security, Cloud Infrastructure, Cloud Platforms, Cloud Computing, Cloud Storage, Infrastructure As A Service (IaaS), Emerging Technologies, Hybrid Cloud Computing, IBM Cloud, Serverless Computing, Virtualization, Microservices, Containerization",4.6,7.2K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/introduction-to-cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f3/5d00cbdb784bee9e7ff6d4bbab1ebb/CloudComputingIntroduction.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,"Design Thinking, Human Centered Design, Innovation, Brainstorming, Prototyping, Ideation, Design Strategies, User Experience Design, Product Development, Design, Usability Testing, User Feedback",4.7,2.2K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/innovation-through-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2c/fdebb0728711e8a431b1fb8caaf072/MOOC-Logo.fw.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
"The Sustainable Development Goals â A global, transdisciplinary vision for the future",University of Copenhagen,"Environment, Corporate Sustainability, Sustainability Reporting, Environmental Resource Management, Environmental Policy, Research, Environmental Social And Corporate Governance (ESG), Socioeconomics, Systems Thinking, Public Policies, Community Development, Economics, Governance",4.8,4.7K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/global-sustainable-development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/84/1208e0fca411e782b5852b303d4494/SDG_175x175.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Removing Barriers to Change,University of Pennsylvania,"Influencing, Persuasive Communication, Organizational Change, Change Management, Overcoming Obstacles, Behavioral Economics, Decision Making, Consumer Behaviour, Cost Benefit Analysis, Research",4.9,460 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/removing-barriers-to-change,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/af/ea10fe051847138a27c76461ce7d4e/removingBarriers_coursera.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Digital Manufacturing & Design Technology,University at Buffalo,"Model Based Systems Engineering, Systems Engineering, Product Lifecycle Management, Intrusion Detection and Prevention, Security Controls, Performance Measurement, Anomaly Detection, Machine Controls, Incident Response, Digital Transformation, Vulnerability Assessments, Software Development Life Cycle, Product Engineering, Cybersecurity, Supply Chain Management, Manufacturing Processes, Supply Chain Planning, Data Sharing, Manufacturing Operations, Constructive Feedback",4.6,6.9K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/digital-manufacturing-design-technology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5b/ed58c0a51011e6aa3e5d244039520d/INdustry-4.0_block-image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Responsible Conduct of Research,Utrecht University,"Research, Personal Integrity, Research Methodologies, Peer Review, Ethical Standards And Conduct, Higher Education, Professionalism, Social Sciences, Quality Assurance and Control, Law, Regulation, and Compliance, Mentorship",4.7,21 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/research-integrity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/c2860761604581a18acb14c6575b68/Utrecht_University_logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Computational Social Science,"University of California, Davis","Network Analysis, Natural Language Processing, Web Scraping, Data Cleansing, Social Sciences, Data Ethics, Data Wrangling, Data Manipulation, Databases, Artificial Intelligence, Research, Simulations, Big Data, Systems Thinking, Trend Analysis, Data Science, Research Methodologies, Machine Learning, Data Collection, Graph Theory",4.6,1.1K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/computational-social-science-ucdavis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6e/5854bbec624a9483a995d538aa8def/DSV1078_Specialization_Logo600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Data Analytics in the Public Sector with R,University of Michigan,"Data Visualization, Exploratory Data Analysis, Plot (Graphics), Statistical Analysis, Ggplot2, Program Evaluation, Policy Analysis, Data Ethics, Survey Creation, Data Analysis, Tidyverse (R Package), Statistical Visualization, R Programming, Statistical Methods, Public Policies, Data Visualization Software, Statistical Hypothesis Testing, Analytical Skills, Scatter Plots, Political Sciences",4.8,72 reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d6/714a89b9114ddba80b3b68d30715b3/AdobeStock_473257628.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Arts and Heritage Management,UniversitÃ  Bocconi,"Leadership and Management, Brand Management, Leadership Studies, Innovation, Data-Driven Decision-Making, Business Analytics, Sustainability Reporting, Creativity, Consumer Behaviour, Customer Engagement",4.8,1.5K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/arts-heritage,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/e6c9209c4711e69652dfe94128eea2/AHM_foto_corso.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"Happiness: Science, Practice and Ancient Indian Wisdom",IIMA - IIM Ahmedabad,"Emotional Intelligence, Self-Awareness, Personal Development, Compassion, Mental Health, Optimism, Stress Management, Resilience, Patience, Relationship Building, Growth Mindedness, Psychology, Empathy",N/A,N/A,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/happiness-science-practice-and-ancient-indian-wisdom,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/91/b891f2f5e442a5910e65c27791db09/1-1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"Competencias digitales. Herramientas de ofimÃ¡tica (Microsoft Word, Excel, Power Point)",Universitat AutÃ²noma de Barcelona,"Spreadsheet Software, Data Entry, Document Management, Information Technology, Digital Transformation, Data Analysis Software, File Management",4.8,6.3K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/competencias-digitales-ofimatica,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fe/b22d93c9fd4ac5a014c3fe0341e55b/2.-Ofimatica.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Using Python to Access Web Data,University of Michigan,"Web Scraping, JSON, Network Protocols, Web Services, Restful API, Application Programming Interface (API), Extensible Markup Language (XML), Data Import/Export, Data Processing, TCP/IP, Python Programming, Scripting, Hypertext Markup Language (HTML), Data Manipulation, Data Structures",4.8,44K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/python-network-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/01bee0502a11e58ddc8ff4d6e0523a/pythonnetworkdata_thumbnail_1x1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Arm Cortex-M Architecture and Software Development,Arm,"Embedded Software, Performance Tuning, System Programming, Software Development Tools, Embedded Systems, Microarchitecture, Software Development, Hardware Architecture, Debugging, Program Development, Application Security, Computer Architecture, System Configuration, C (Programming Language), Application Development, C++ (Programming Language), Computer Programming, System Requirements, Computer Hardware, Cybersecurity",4.6,179 reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ca/71c08ac1ed4bcbb653c9edc374c4d0/Artboard-3blue_chip_600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Regression Analysis: Simplify Complex Data Relationships,Google,"Regression Analysis, Statistical Analysis, Advanced Analytics, Correlation Analysis, Analytics, Data Analysis, Statistical Methods, Predictive Modeling, Statistical Modeling, Supervised Learning, Statistics, Statistical Machine Learning, Variance Analysis, Machine Learning Methods, Python Programming",4.7,509 reviews,Advanced Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7a/840bb893d842f6bd1bcfd5080d1b34/Regression-Analysis-Simplify-Complex.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
Introduction to Data Analytics,Meta,"Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Data Cleansing, Data Modeling, Analytics, Data Analysis, Data Visualization, Data Validation, Exploratory Data Analysis, Data Quality, Data Manipulation, Generative AI, Data Collection",4.8,786 reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/data-analytics-introduction,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/08/def58e1d5746108f2b295082809e2e/MA_Course2_Logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Natural Language Processing with Probabilistic Models,DeepLearning.AI,"Natural Language Processing, Markov Model, Text Mining, Artificial Intelligence, Artificial Neural Networks, Data Processing, Deep Learning, Algorithms, Computer Programming, Unstructured Data, Machine Learning, Probability & Statistics",4.7,1.8K reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/probabilistic-models-in-nlp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/65/73cf3e66fb48b0b3d7189ac271d1ea/Course-Logo-2.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Human Factors & Usability Engineering: Designing for Humans,Arizona State University,"Usability, Usability Testing, Problem Solving, Human Factors, Human Centered Design, Critical Thinking and Problem Solving, Creativity, Human Factors Engineering, Kinesiology, User Research, Decision Making, Display Devices, Human Computer Interaction, Human Learning, User Experience, User Interface (UI), Data Collection, Accident Prevention, Human Machine Interfaces, Physical Therapy",4.7,27 reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/human-factors-and-usability-engineering-designing-for-humans,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c3/75fcd066244352a4c04506deb64948/shutterstock_579356329.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Social Work Practice: Advocating Social Justice and Change,University of Michigan,"Social Work, Community and Social Work, Social Justice, Social Sciences, Human Services, Advocacy, Cultural Diversity, Research, Policty Analysis, Research, and Development, Systems Thinking, Ethical Standards And Conduct",4.8,407 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2d/ccb3eae3bc4fa497a46e03e6529607/1-Advocating-Coursera-800x800.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Introduction to Git and GitHub,Google,"Git (Version Control System), GitHub, Version Control, Continuous Integration, Software Configuration Management, Software Development Tools, Code Review, Remote Access Systems, Issue Tracking, Command-Line Interface",4.8,7.7K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/introduction-git-github,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/b1e3268725450bbb123240f40c2f03/Copy-of-Google_Chelsea_RR_0235.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Google ãã¼ã¿ã¢ããªãã£ã¯ã¹,Google,"Rmarkdown, Data Presentation, Data Ethics, Data Storytelling, Data Visualization, Data Cleansing, Stakeholder Communications, Analytical Skills, Data-Driven Decision-Making, Data Visualization Software, Data Validation, Dashboard, Ggplot2, Interviewing Skills, Data Access, Spreadsheet Software, Data Analysis, Tableau Software, Data Synthesis, Data Manipulation",4.7,605 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/data-analytics-japanese,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bb/a783e9076b4dda8757d3a01f86ffa1/GwG-DA-Cert-Image.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen (LMU),"Clinical Experience, Preventative Care, Patient Education and Support, Food Safety and Sanitation, Medical Science and Research, Primary Care, Health Care, Life Sciences, Decision Making",4.8,3.2K reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/nutrition-pregnancy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/bc3ac0f82211e6ae43b76292ea981b/P_ENeA_Coursera_800x800_Vari2_gelb-RANDblau.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Teach English Now! Technology Enriched Teaching,Arizona State University,"Technology Strategies, Technology Roadmaps, Innovation, Digital Transformation, Language Learning",4.9,1.6K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/tesol-technology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/74/fe4d6007ef11e6bfa27d6d926e52d9/TechEnriched.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Arizona State University,"Vocabulary, Language Learning",4.9,2K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/tesol-speaking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4e/4e20a007ef11e691d397f2cb7d1aaa/ListenSpeak.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Introduction to Operations Management,University of Pennsylvania,"Operations Management, Operational Efficiency, Process Analysis, Operational Performance Management, Process Improvement, Lean Methodologies, Workflow Management, Continuous Improvement Process, Capacity Planning, Quality Management, Business Workflow Analysis, Supply Chain Management, Inventory Management System, Statistical Process Controls, Process Flow Diagrams, Root Cause Analysis",4.4,2.8K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/wharton-operations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1b/b03000e99111e6917d9b2f009f8a0e/Operations_Coursera_Course_Thumb.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Reporting extra-financier et stratÃ©gie RSE,ESSEC Business School,"Sustainability Reporting, Corporate Sustainability, Environmental Social And Corporate Governance (ESG), Business Reporting, Compliance Reporting, Annual Reports, Stakeholder Engagement, Stakeholder Management, Stakeholder Communications, Key Performance Indicators (KPIs), Digital Transformation",4.6,413 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dd/3e1d604df211e8bb6ae5b75503c73f/vignette-MANAGEMENT-ET-SOCIETE.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Foundations of Teaching for Learning: Introduction,Commonwealth Education Trust,"Creative Thinking, Classroom Management, Teaching, Adaptability, Pedagogy, Instructional Strategies, Curriculum Planning, Student Engagement, Rapport Building, Professional Development, Learning Theory, Collaboration, Self-Awareness",4.6,821 reviews,Mixed Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/teaching,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ea/2fc4a04cff11e7a5f40325a3c84f03/course-introduction.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Emotional Intelligence in Leadership,Coursera Instructor Network,"Emotional Intelligence, Conflict Management, Social Skills, Empathy, Leadership Development, Personal Development, Leadership, Self-Awareness, Professional Development, Adaptability, Relationship Building, Teamwork, Team Management, Communication, Stress Management",4.8,86 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/emotional-intelligence-in-leadership-1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/23/0d7c63f05a4faabb606720e56b527c/BATCH-6-1200X1200-6-.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
AutoCAD 2023 Masterclass - Produce Amazing Site Plans,Packt,"AutoCAD, Architectural Drawing, Technical Drawing, Computer-Aided Design, Drafting and Engineering Design, Architectural Design, Data Import/Export",4.4,33 reviews,Beginner Â· Course Â· 3 - 6 Months,https://www.coursera.org/learn/packt-autocad-2023-masterclass-produce-amazing-site-plans-quickly-qsjyw,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/2d33bba5f748e182ca59f303923a3c/V19871.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Game Design and Development with Unity,Michigan State University,"Software Design Documents, Peer Review, Cross Platform Development, Prototyping, User Interface (UI), User Interface (UI) Design, Software Design, User Experience, Storytelling, C# (Programming Language), Interaction Design, 3D Modeling, Conceptual Design, Ideation, UI Components, Programming Principles, Project Design, Design, Augmented and Virtual Reality (AR/VR), Microsoft Visual Studio",4.7,607 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/game-design-and-development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/60/80cb19a88f41eebfe1daae897406d1/levelup.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,"Diplomacy, Adjudication, International Relations, Law, Regulation, and Compliance, Social Justice, Policy Analysis, Investigation, Ethical Standards And Conduct",4.8,1.2K reviews,Mixed Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/international-law-in-action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/e98dd04fee11e5a057c1ed63b06207/Course-Image.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Version Control,Meta,"Version Control, Unix Commands, Git (Version Control System), GitHub, Linux Commands, Command-Line Interface, Software Versioning, File Management, Software Development Tools, Software Development, Software Configuration Management",4.6,3.6K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-version-control,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/40/45d53f15db4da492c650debdbd1368/GettyImages-1384894514.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Liabilities and Equity in Accounting,Intuit,"Payroll, Payroll Tax, Sales Tax, Balance Sheet, Accounting, Accounts Payable, Financial Accounting, General Accounting, Equities, Bookkeeping, General Ledger, Mortgage Loans, Tax, Loans, Financial Statements",4.4,727 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/liabilities-equity-in-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8a/f9531f338d42d4806f918d148803bc/1_W7_0R8DJin6HNN6CCTrM0Q.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Chemical Hazards and Process Safety,"University of California, Davis","Process Engineering, Hazard Communication (HazCom), Fire And Life Safety, Safety Assurance, Process Control, Health And Safety Standards, Occupational Safety and Health Administration (OSHA), Risk Management, Environment Health And Safety, Accident Prevention, Safety Training, Engineering Practices, Risk Analysis, Failure Analysis, Engineering Analysis, Equipment Design, Engineering Calculations, Process Analysis, Mathematical Modeling, Estimation",4.8,187 reviews,Advanced Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/chemical-hazards-and-process-safety,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/34/634a32ba5b47bc8677fc69133c58b6/Specialization_600x600.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Mathematics for Engineers,The Hong Kong University of Science and Technology,"Differential Equations, Linear Algebra, Matlab, Engineering Calculations, Engineering Analysis, Numerical Analysis, Finite Element Methods, Integral Calculus, Mechanical Engineering, Calculus, Algebra, Applied Mathematics, Mathematical Modeling, Engineering, Civil Engineering, Advanced Mathematics, Geometry, Computational Thinking, Mathematical Theory & Analysis, Simulation and Simulation Software",4.8,7.5K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/mathematics-engineers,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/77/97480ee0f9462882c85188c0c289fb/mathematics-for-engineers-4-border-2.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Medical Billing and Coding Essentials,MedCerts,"Revenue Cycle Management, Medical Records, Electronic Medical Record, Health Care Procedure and Regulation, Health Information Management and Medical Records, Medical Office Procedures, Billing, Billing & Invoicing, Healthcare Industry Knowledge, Patient Registration, Practice Management Software, Medicare, Health Care, Regulatory Compliance, Medical Terminology, Data Entry, Information Privacy, Data Security",4.7,496 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/medical-billing-coding-essentials,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/31/fe2c8eaeba46b6b03edf34d9fa78d0/AdobeStock_585151883.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
How to Start Your Own Business,Michigan State University,"Financial Statements, Value Propositions, Business Planning, Design Thinking, Ideation, Financial Accounting, Innovation, Income Statement, Entrepreneurship, Brainstorming, Customer Acquisition Management, Business Modeling, Product Development, Balance Sheet, Market Opportunities, Verification And Validation, Creative Thinking, Resource Allocation, Lean Methodologies, Open Mindset",4.5,1.2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/start-your-own-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d7/8fffd0be5e11e5a0757f0b45fcae50/business-photo-resized-3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,"Relationship Building, Social Skills, Personal Development, Active Listening, Interpersonal Communications, Communication, Empathy, Self-Awareness, Emotional Intelligence, Needs Assessment, Psychology, Cultural Diversity",4.5,1.8K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/human-needs,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/b76d90e75e11e6aeeda5eaaba7c6c4/Relationship-Cover_1.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Home-Based Child Care,The State University of New York,"Injury Prevention, Business Planning, Accident Prevention, Differentiated Instruction, Education and Training, Teaching, Emotional Intelligence, Emergency Response, Parent Communication, Cultural Diversity, Diversity Awareness, Safety Training, Diversity Equity and Inclusion Initiatives, Classroom Management, Child Welfare, Pedagogy, Small Business Accounting, Policy Development, Fiscal Management, Business Operations",4.8,122 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/home-based-child-care,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/59/2ee5473d1742be8e7d38a7a38e8568/three-young-children-in-shed-playing-tea-and-smiling-SBI-301053767.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Modeling and Control of Power Electronics,University of Colorado Boulder,"Power Electronics, Electronic Systems, Electrical Engineering, Model Based Systems Engineering, Engineering Analysis, Simulations, Simulation and Simulation Software, Mathematical Modeling, Basic Electrical Systems, Systems Analysis, Hardware Design, Computer-Aided Design, Matlab, Technical Design, Engineering Design Process, Verification And Validation, System Design and Implementation, Design Specifications, Design Strategies",4.7,147 reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/modeling-and-control-of-power-electronics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/02/95b0fd3bcc4d25be2e2480794e160a/ModelingControlPE_logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
